VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
2305020002,e_e000005,22,G 타워,2023-05-02,2023-05-02,인천 연수구 아트센터대로 175,인천 연수구 송도동 24-4,126.6342685,37.3960581,,,POI01000000DM4X95,G-Tower/본동,30,3,N,1,,5,5,5,
2305020003,e_e000005,23,집,2023-05-02,2023-05-03,유등로655번길27,,,,,,,,480,21,,,,,,,3017010600
2304280001,e_e000043,1,집,2023-04-28,2023-04-28,만수리 770,,,,,,,,,21,,,,,,,4311325000
2304280002,e_e000043,2,행정안전부 대통령기록관,2023-04-28,2023-04-28,세종특별자치시 다솜로 250,세종특별자치시 어진동 614,127.2731462,36.5015845,,,POI01000TR037430V,행정안전부 대통령기록관,870,2,N,1,,5,3,5,
2304280003,e_e000043,3,국립세종수목원,2023-04-28,2023-04-28,세종특별자치시 수목원로 136,세종특별자치시 세종동 114-480,127.285791,36.4980674,,,POI01000TR015772V,국립세종수목원,30,1,N,1,,5,5,5,
2304280004,e_e000043,4,팽쇼 과자점,2023-04-28,2023-04-28,세종특별자치시 노을3로 25,세종특별자치시 한솔동 941,127.2593591,36.4808977,,,POI02001TR030724V,팡쇼과자점,30,11,N,5,,5,5,5,
2304280005,e_e000043,5,그리너리,2023-04-28,2023-04-28,세종특별자치시 장군면 월현윗길 119-39,세종특별자치시 장군면 봉안리 241-9,127.2300065,36.5050981,,,POI010000009AHPYJ,그리너리,30,4,Y,1,,5,3,5,
2304280006,e_e000043,6,국립세종 도서관,2023-04-28,2023-04-28,세종특별자치시 다솜3로 48,세종특별자치시 어진동 637,127.2681176,36.4986437,,,POI01000000BFTYXA,국립세종도서관,120,3,N,1,,5,5,5,
2304280007,e_e000043,7,정부세종청사 체육관,2023-04-28,2023-04-28,세종특별자치시 도움8로 11-10,세종특별자치시 어진동 552-1,127.2636634,36.5072975,,,POI01000000B4F6HD,정부세종청사스포츠센터,90,3,Y,5,,5,5,5,
2304280008,e_e000043,8,집,2023-04-28,2023-04-29,만수리 770,,,,,,,,150,21,,,,,,,4311325000
2304290001,e_e000043,9,평택호 예술공원 평택호 예술관,2023-04-29,2023-04-29,경기 평택시 현덕면 평택호길 167,경기 평택시 현덕면 권관리 309-1,126.9235213,36.922484,,,POI02001TR030914V,평택호예술공원 평택호예술관,30,3,N,5,,5,5,5,
2304290002,e_e000043,10,메인스트리트,2023-04-29,2023-04-29,경기 평택시 포승읍 포승산단로13번길 37-21,경기 평택시 포승읍 만호리 697-13,126.8546639,36.9623092,,,POI01000TR018038V,메인스트리트,90,4,N,5,,5,5,5,
2304290003,e_e000043,11,소풍 정원,2023-04-29,2023-04-29,경기 평택시 고덕면 새악길 43-42,경기 평택시 고덕면 궁리 424-39,127.0185958,37.0111453,,,POI01000TR031876V,소풍정원,30,1,N,2,,5,5,5,
2304290004,e_e000043,12,신동아 2차 아파트,2023-04-29,2023-04-29,경기 오산시 초평로 84-4,경기 오산시 서동 125-8,127.0442621,37.1439599,,,POI01000000BY6NEC,신동아2차아파트,300,22,,,,,,,
2304290005,e_e000043,13,본가(부모님 집),2023-04-29,2023-04-30,,,,,,,,,1410,21,,,,,,,4122012200
2304300001,e_e000043,14,미스진 햄버거 송탄 본점,2023-04-30,2023-04-30,경기 평택시 쇼핑로 3-1,경기 평택시 신장동 302-91,127.0500462,37.0803776,,,POI01000TR032163V,미스진햄버거 송탄본점,30,11,N,1,,4,3,3,
2304300002,e_e000043,15,평택시 농업 생태원,2023-04-30,2023-04-30,경기 평택시 오성면 청오로 33-34,경기 평택시 오성면 숙성리 1033,126.983651,37.013128,,,POI01000000ALRW3H,평택시농업생태원,30,1,N,5,,5,3,3,
2304300003,e_e000043,16,어디 카페,2023-04-30,2023-04-30,경기 평택시 오성면 오성서로 291,경기 평택시 오성면 길음리 371,126.9718623,36.9842137,,,POI02001TR020213V,어디까페,60,11,N,2,,5,5,5,
2304300004,e_e000043,17,내리 문화공원,2023-04-30,2023-04-30,,경기 평택시 팽성읍 내리,127.030979,36.9749264,,,POI01000000BYL8OM,내리문화공원,30,1,N,2,,4,3,3,
2304300005,e_e000043,18,본가(부모님 집),2023-04-30,2023-05-01,,,,,,,,,360,21,,,,,,,4122012200
2304280001,e_e000191,1,집,2023-04-28,2023-04-28,서울 성동구 상원1길 35-14,서울 성동구 성수동1가 656-1013,,,4109310,1120011400,,,,21,,,,,,,1120011400
2304280002,e_e000191,2,모항항 수산물 직판장,2023-04-28,2023-04-28,충남 태안군 소원면 모항항길 122-42,충남 태안군 소원면 모항리 495-25,126.1328135,36.7764001,,,POI01000TR029639V,모항항수산물직판장,30,10,N,11,,4,4,4,
2304280004,e_e000191,3,바다가 예쁜 펜션,2023-04-28,2023-04-29,대소산길 357,,126.1675734,36.7616874,,,POI02001TR011656V,바다가예쁜펜션,150,24,N,5,3,4,4,4,4482534000
2304290001,e_e000191,5,바다가 예쁜 펜션,2023-04-29,2023-04-30,대소산길 357,,126.1675734,36.7616874,,,POI02001TR011656V,바다가예쁜펜션,300,24,Y,5,3,5,5,5,4482534000
2304290002,e_e000191,4,저녁노을 횟집,2023-04-29,2023-04-29,충남 태안군 남면 마검포길 423-1,충남 태안군 남면 신온리 2-19,126.2870702,36.6194496,,,POI02001TR025087V,저녁노을횟집,30,11,N,1,,2,2,2,
2304300001,e_e000191,7,라르고 펜션 2호점,2023-04-30,2023-04-30,충남 태안군 근흥면 연포2길 76-11,충남 태안군 근흥면 도황리 1526-141,126.2103124,36.6947993,,,POI02001TR008653V,라르고펜션 2호점,30,11,N,9,,4,3,3,
2304300002,e_e000191,8,영성가가,2023-04-30,2023-04-30,충남 서산시 해미면 남문1로 40-1,충남 서산시 해미면 읍내리 169-1,126.5466106,36.7104196,,,POI01000TR042014V,영성각,90,4,Y,1,,4,4,4,
2304300003,e_e000191,9,집,2023-04-30,2023-05-01,서울 성동구 상원1길 35-14,서울 성동구 성수동1가 656-1013,,,4109310,1120011400,,,120,21,,,,,,,
2304300004,e_e000191,6,시골밥상,2023-04-30,2023-04-30,대소산길 368,,126.168109,36.7620637,,,POI02001TR018447V,시골밥상,60,11,N,2,,3,3,4,4482534000
2305270001,e_e000316,1,집,2023-05-27,2023-05-27,용황스위첸 101/805,,,,,,,,,21,,,,,,,4713012500
2305270002,e_e000316,2,신경주역,2023-05-27,2023-05-27,경북 경주시 건천읍 경주역로 80,경북 경주시 건천읍 화천리 1010,129.1389983,35.7983755,,,POI0100000068UYDF,신경주역,30,9,Y,11,,4,4,4,
2305270003,e_e000316,3,도이동 집,2023-05-27,2023-05-27,도동집,,,,,,,,30,11,N,3,,4,4,4,1117010100
2305270004,e_e000316,6,리움미술관,2023-05-27,2023-05-27,서울 용산구 이태원로55길 60-16,서울 용산구 한남동 742-1,126.9991174,37.5383366,,,POI01000TR021489V,리움미술관,30,3,N,1,,4,4,4,
2305270005,e_e000316,5,맥심 플랜트,2023-05-27,2023-05-27,서울 용산구 이태원로 250,서울 용산구 한남동 683-140,127.0009968,37.5369896,,,POI0100000098KIWB,맥심플랜트,90,11,N,2,,4,4,4,
2305270006,e_e000316,4,63아트,2023-05-27,2023-05-27,서울 영등포구 63로 50,서울 영등포구 여의도동 60,126.9399144,37.5196642,,,POI01000000BF86RR,63아트,60,3,N,1,,4,4,4,
2305270007,e_e000316,7,더반 베를린 더 현대 서울점,2023-05-27,2023-05-27,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9277557,37.5262321,,,POI02001TR007084V,더반베를린 더현대서울점,60,11,N,9,,4,4,4,
2305270008,e_e000316,8,호우 섬 더 현대 서울점,2023-05-27,2023-05-27,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9283161,37.5257846,,,POI01000TR037907V,호우섬 더현대서울점,60,11,N,2,,4,4,4,
2305270009,e_e000316,9,레스 호텔,2023-05-27,2023-05-28,,,,,,,,,930,24,N,8,2,4,4,4,1114011800
2305280001,e_e000316,10,꽁시면관 본점,2023-05-28,2023-05-28,서울 중구 명동2길 45,서울 중구 충무로1가 22-13,,,,,POI01000TR027713V,꽁시면관 본점,60,11,N,3,,4,4,4,
2305280002,e_e000316,11,천주교 서울 대교구 주교좌 명동 대성당,2023-05-28,2023-05-28,서울 중구 명동길 74,서울 중구 명동2가 1-1,,,,,POI01000TR020677V,천주교서울대교구 주교좌 명동대성당,0,2,N,1,,4,4,4,
2305280003,e_e000316,12,적당,2023-05-28,2023-05-28,서울 중구 을지로 29,서울 중구 을지로1가 87,,,,,POI01000000EWEENL,적당,120,11,N,2,,4,4,4,
2305280004,e_e000316,13,문화역 서울 284,2023-05-28,2023-05-28,서울 중구 통일로 1,서울 중구 봉래동2가 122-28,,,,,POI01000TR026434V,문화역서울284,30,2,N,5,,4,4,4,
2305280005,e_e000316,14,마루 호 텔 본관,2023-05-28,2023-05-28,경기 수원시 팔달구 고화로9번길 33,경기 수원시 팔달구 매산로2가 7-3,,,,,POI01000000DCDPH4,마루,0,9,N,8,,4,4,4,
2305280006,e_e000316,15,화성행궁,2023-05-28,2023-05-28,경기 수원시 팔달구 정조로 825,경기 수원시 팔달구 남창동 6-2,,,,,POI01000TR027714V,화성행궁,30,2,N,1,,5,5,5,
2305280007,e_e000316,16,수원 화성 화서문,2023-05-28,2023-05-28,,경기 수원시 팔달구 장안동 331,,,,,POI01000TR102485V,수원화성 화서문,30,2,N,1,,5,5,5,
2305280008,e_e000316,17,무얼 수원 행궁점,2023-05-28,2023-05-28,경기 수원시 팔달구 정조로905번길 9,경기 수원시 팔달구 장안동 22-2,,,,,POI01000TR042465V,무월 수원행궁점,180,11,N,2,,4,5,4,
2305280009,e_e000316,18,마루 호텔 본관,2023-05-28,2023-05-29,경기 수원시 팔달구 고화로9번길 33,경기 수원시 팔달구 매산로2가 7-3,,,,,POI01000000DCDPH4,마루,90,24,N,8,2,4,4,4,
2305290001,e_e000316,19,남문 통닭 수원 본점,2023-05-29,2023-05-29,경기 수원시 팔달구 정조로800번길 16,경기 수원시 팔달구 팔달로1가 50,,,,,POI01000TR028252V,남문통닭 수원본점,60,11,N,3,,4,4,4,
2305290002,e_e000316,20,스타벅스 대전엑스포 스카이점,2023-05-29,2023-05-29,대전 유성구 엑스포로 1,대전 유성구 도룡동 3-1,,,,,POI01000TR008375V,스타벅스 대전엑스포스카이점,90,11,N,2,,4,4,4,
2305290003,e_e000316,21,성심당 본점,2023-05-29,2023-05-29,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,,,,,POI01000TR002346V,성심당 본점,30,11,N,2,,4,4,4,
2305290004,e_e000316,22,집,2023-05-29,2023-05-30,용황스위첸 101/805,,,,,,,,120,21,,,,,,,4713012500
2305200001,e_e000668,1,집,2023-05-20,2023-05-20,장성1길 9 영무예다음,,,,,,,,,21,,,,,,,4377033000
2305200002,e_e000668,2,친척 집,2023-05-20,2023-05-20,선두리,,,,,,,,180,22,,,,,,,2871033000
2305200003,e_e000668,3,인천종합어시장,2023-05-20,2023-05-20,인천 중구 연안부두로33번길 37,인천 중구 항동7가 27-69,126.6065583,37.4541277,,,POI01000000BXUFAN,인천종합어시장,30,4,N,5,,5,5,5,
2305200004,e_e000668,4,나야 풍란원,2023-05-20,2023-05-20,,인천 남동구 도림동 406-2,126.7249586,37.4156866,,,POI02001TR005156V,나야풍란원,30,12,N,2,,5,5,5,
2305200005,e_e000668,5,뉴 카스타운 대소점,2023-05-20,2023-05-20,충북 음성군 대소면 오태로99번길 28-4,충북 음성군 대소면 오산리 134-1,127.4879721,36.9693322,,,POI02001TR005955V,뉴카스타운 대소점,150,22,Y,1,,5,5,5,
2305200006,e_e000668,6,집,2023-05-20,2023-05-21,장성1길 9 영무예다음,,,,,,,,30,21,,,,,,,4377033000
2305270001,e_e001033,1,집,2023-05-27,2023-05-27,벚꽃로100  독산역롯데캐슬,,,,,,,,,21,,,,,,,1154510200
2305270002,e_e001033,2,굴암사,2023-05-27,2023-05-27,경기 안성시 대덕면 굴암길 46,경기 안성시 대덕면 진현리 518-1,127.2653535,37.0503461,,,POI01000000B5F450,굴암사,90,2,Y,4,,5,5,5,
2305270003,e_e001033,3,이월 서갑,2023-05-27,2023-05-27,충북 진천군 이월면 진안로 583-6,충북 진천군 이월면 신계리 679,127.3873301,36.9587315,,,POI02001TR024176V,이월서가,120,4,N,2,,5,5,5,
2305270004,e_e001033,4,숲속 숯가마 용인점,2023-05-27,2023-05-27,경기 용인시 기흥구 중부대로874번길 15,경기 용인시 기흥구 상하동 54-1,127.1464556,37.2497702,,,POI01000000EVAJNL,숲속숲가마,120,13,N,2,,5,5,5,
2305270005,e_e001033,5,이향 가든,2023-05-27,2023-05-27,경기 용인시 처인구 지삼로 508,경기 용인시 처인구 삼가동 323-1,127.1575787,37.2385749,,,POI01000000BVD1N3,이향가든,60,11,N,2,,5,5,5,
2305270006,e_e001033,6,집,2023-05-27,2023-05-28,벚꽃로100  독산역롯데캐슬,,,,,,,,120,21,,,,,,,1154510200
2306040001,e_e001240,2,가야 해물칼국수,2023-06-04,2023-06-04,충북 음성군 감곡면 음성로 2543,충북 음성군 감곡면 오향리 767-3,127.6385915,37.1036146,,,POI02001TR000874V,가야해물칼국수,60,11,Y,4,,4,4,4,
2306040002,e_e001240,3,장호원 오일장,2023-06-04,2023-06-04,,,,,,,,,60,8,N,5,,4,3,4,4150025021
2306040003,e_e001240,1,집,2023-06-04,2023-06-04,,,,,,,,,,21,,,,,,,4167011300
2306040004,e_e001240,4,카페 다원,2023-06-04,2023-06-04,경기 이천시 장호원읍 경충대로494번길 16,경기 이천시 장호원읍 이황리 531-1,127.5846968,37.1462997,,,POI02001TR028891V,카페다원,90,4,Y,4,,4,4,4,
2306040005,e_e001240,5,집,2023-06-04,2023-06-05,,,,,,,,,420,21,,,,,,,4167011300
2305290001,e_e001423,1,집,2023-05-29,2023-05-29,두지길103,,,,,,,,,21,,,,,,,4413131000
2305290002,e_e001423,2,예산 상설시장,2023-05-29,2023-05-29,충남 예산군 예산읍 형제고개로 967,충남 예산군 예산읍 예산리 333-1,126.849602,36.6769757,,,POI01000000E97864,예산상설시장,90,4,N,2,,4,4,4,
2305290003,e_e001423,3,봉곡사,2023-05-29,2023-05-29,충남 아산시 송악면 도송로632번길 138,충남 아산시 송악면 유곡리 595,126.9665885,36.6987661,,,POI01000000BZZ9M0,봉곡사,60,2,Y,4,,4,4,4,
2305290004,e_e001423,4,집,2023-05-29,2023-05-30,,,,,,,,,390,21,,,,,,,4413131000
2306070001,e_e001579,1,집,2023-06-07,2023-06-07,,,,,,,,,,21,,,,,,,4311410300
2306070002,e_e001579,8,빈스 웰니스 빌,2023-06-07,2023-06-08,서울 송파구 동남로6길 32,서울 송파구 문정동 31-3,127.1251131,37.487678,,,POI01000000C55ZFW,빈스웰리스빌,30,22,,,,,,,
2306070003,e_e001579,2,맘스터치 서원대점,2023-06-07,2023-06-07,충북 청주시 서원구 서원남로 49-1,충북 청주시 서원구 모충동 245-6,127.4824437,36.6221881,,,POI01000000E0TXKK,맘스터치서원대점,60,4,Y,6,,5,5,4,
2306070004,e_e001579,3,서원 대학교 제2자연관,2023-06-07,2023-06-07,충북 청주시 서원구 구룡산로337번길 149-35,충북 청주시 서원구 모충동 223-14,127.483871,36.6244748,,,POI010000006OZZPD,서원대학교/제2자연관,30,12,Y,11,,3,3,3,
2306070005,e_e001579,4,서원대학교 제2학생 회관,2023-06-07,2023-06-07,충북 청주시 서원구 무심서로 377-3,충북 청주시 서원구 모충동 233-9,127.4814579,36.6233023,,,POI01000000DLUZ6T,서원대학교/제2학생회관,90,12,Y,11,,3,3,3,
2306070006,e_e001579,5,청주 여객터미널 북부정류장,2023-06-07,2023-06-07,충북 청주시 청원구 직지대로 874-2,충북 청주시 청원구 우암동 323-21,127.4869815,36.6504542,,,POI010000006OSYDT,청주여객터미널 북부정류장,0,9,Y,11,,5,5,5,
2306070007,e_e001579,6,센트럴시티터미널(호남),2023-06-07,2023-06-07,서울 서초구 신반포로 176,서울 서초구 반포동 19-5,127.0042525,37.5050372,,,POI01000TR013289V,센트럴시티터미널(호남),0,9,Y,11,,5,5,5,
2306070008,e_e001579,7,스너그룸스 가락점,2023-06-07,2023-06-07,서울 송파구 양재대로62길 13,서울 송파구 가락동 70-12,127.118606,37.4985266,,,POI02000TR000027V,스너그룸스 가락점,270,12,N,3,,5,5,5,
2306080001,e_e001579,9,오레오 팝업스토어,2023-06-08,2023-06-08,서울 성동구 성수이로18길 6-1,서울 성동구 성수동2가 273-48,127.0577264,37.5423058,,,POI02001TR021564V,오레오팝업스토어,30,13,N,1,,5,5,5,
2306080002,e_e001579,10,미쁘동 서울숲,2023-06-08,2023-06-08,서울 성동구 서울숲2길 11-12,서울 성동구 성수동1가 685-337,127.0401203,37.5475605,,,POI01000TR101191V,미쁘동 서울숲,30,11,Y,1,,5,5,5,
2306080003,e_e001579,11,서울숲,2023-06-08,2023-06-08,,서울 성동구 성수동1가 678-1,127.0376178,37.5443222,,,POI01000TR041669V,서울숲,30,7,N,1,,5,5,5,
2306080004,e_e001579,12,빈스 웰니스 빌,2023-06-08,2023-06-09,서울 송파구 동남로6길 32,서울 송파구 문정동 31-3,127.1251131,37.487678,,,POI01000000C55ZFW,빈스웰리스빌,330,22,,,,,,,
2306090001,e_e001579,13,떡 도리탕 강남점,2023-06-09,2023-06-09,서울 강남구 테헤란로1길 28-9,서울 강남구 역삼동 817-30,127.0280781,37.5005001,,,POI01000TR026551V,떡도리탕 강남점,30,11,N,5,,5,5,5,
2306090002,e_e001579,14,신세계백화점 강남점,2023-06-09,2023-06-09,서울 서초구 신반포로 176,서울 서초구 반포동 19-3,127.0043203,37.5053057,,,POI01000TR038148V,신세계백화점 강남점,150,4,Y,4,,5,5,5,
2306090003,e_e001579,15,잠원한강공원,2023-06-09,2023-06-09,,서울 강남구 압구정동 386,127.0190467,37.5273338,,,POI01000TR021554V,잠원한강공원,120,1,N,1,,5,5,5,
2306090004,e_e001579,16,빈스 웰니스 빌,2023-06-09,2023-06-10,서울 송파구 동남로6길 32,서울 송파구 문정동 31-3,127.1251131,37.487678,,,POI01000000C55ZFW,빈스웰리스빌,150,22,,,,,,,
2306100001,e_e001579,17,센트럴시티터미널(호남),2023-06-10,2023-06-10,서울 서초구 신반포로 176,서울 서초구 반포동 19-5,127.0042525,37.5050372,,,POI01000TR013289V,센트럴시티터미널(호남),30,9,Y,11,,5,5,5,
2306100002,e_e001579,18,집,2023-06-10,2023-06-11,,,,,,,,,750,21,,,,,,,4311410300
2306040001,e_e002195,1,집,2023-06-04,2023-06-04,서울 강북구 삼양로73가길 72-2,서울 강북구 수유동 486-46,,,4124287,1130510300,,,,21,,,,,,,
2306040002,e_e002195,2,서울역,2023-06-04,2023-06-04,서울 용산구 한강대로 405,서울 용산구 동자동 43-205,126.9706069,37.5546788,,,POI01000TR030428V,도원스타일 서울역점,0,9,Y,6,,5,5,5,
2306040003,e_e002195,3,대전역,2023-06-04,2023-06-04,대전 동구 중앙로 215,대전 동구 정동 1-1,127.4341122,36.3322997,,,POI01000TR035392V,대전역,0,9,Y,6,,5,5,5,
2306040004,e_e002195,4,성심당 본점,2023-06-04,2023-06-04,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,127.4272772,36.327658,,,POI01000TR002346V,성심당 본점,120,11,Y,1,,5,5,5,
2306040005,e_e002195,5,성심당 케이크 부티크,2023-06-04,2023-06-04,대전 중구 대종로 480,대전 중구 은행동 153,127.4268031,36.327511,,,POI01000TR010924V,성심당 케익부띠끄,30,11,N,2,,4,3,4,
2306040006,e_e002195,6,테마 오래,2023-06-04,2023-06-04,대전 중구 보문로205번길 13,대전 중구 대흥동 326-67,127.4230905,36.3206032,,,POI01000TR022758V,테미오래,90,2,N,3,,5,5,5,
2306040007,e_e002195,7,대전역,2023-06-04,2023-06-04,대전 동구 중앙로 215,대전 동구 정동 1-1,127.4341122,36.3322997,,,POI01000TR035392V,대전역,0,9,Y,6,,5,5,5,
2306040008,e_e002195,8,집,2023-06-04,2023-06-05,서울 강북구 삼양로73가길 72-2,서울 강북구 수유동 486-46,,,4124287,1130510300,,,240,21,,,,,,,
2307010001,e_e003226,1,집,2023-07-01,2023-07-01,경기 용인시 기흥구 연원로 49,경기 용인시 기흥구 보정동 694,,,3204048,4146311800,,,,21,,,,,,,
2307010002,e_e003226,2,탕정 그 집 주꾸미 아산 직영점,2023-07-01,2023-07-01,충남 아산시 번영로234번길 18,충남 아산시 모종동 569-2,127.0170145,36.7822558,,,POI01000TR031532V,탕정그집쭈꾸미 아산직영점,60,9,N,2,,5,3,4,
2307010003,e_e003226,4,현충사,2023-07-01,2023-07-01,충남 아산시 염치읍 현충사길 126,충남 아산시 염치읍 백암리 298-1,,,,,POI01000TR023971V,현충사,120,2,N,1,,5,5,5,
2307010004,e_e003226,5,온양온천시장,2023-07-01,2023-07-01,,충남 아산시 온천동 240,,,,,POI01000TR029366V,온양온천시장,30,4,N,1,,4,5,5,
2307010005,e_e003226,3,설빙 충남 아산 온양온천점,2023-07-01,2023-07-01,충남 아산시 온궁로 22,충남 아산시 온천동 211-17,,,,,POI02000TR001877V,설빙 충남아산온양온천점,90,11,N,2,,4,4,4,
2307010007,e_e003226,6,온양온천랜드,2023-07-01,2023-07-02,충남 아산시 삼동로28번길 46,충남 아산시 모종동 583-7,127.0157686,36.7811927,,,POI010000006QQT7I,온양온천랜드,330,24,N,1,11,5,5,5,
2307020001,e_e003226,7,본가 어죽,2023-07-02,2023-07-02,충남 아산시 순천향로 413-8,충남 아산시 초사동 8,126.9715209,36.7573756,,,POI02000TR001878V,본가어죽,30,11,N,2,,5,3,5,
2307020002,e_e003226,8,카페나커,2023-07-02,2023-07-02,충남 아산시 순천향로 413-13,충남 아산시 기산동 157,126.9714423,36.7580064,,,POI01000TR008543V,카페노커,60,11,N,2,,5,5,5,
2307020003,e_e003226,9,신정호,2023-07-02,2023-07-02,,충남 아산시 점양동,126.9746639,36.7694369,,,POI01000TR031458V,신정호,90,1,N,1,,5,5,5,
